Series,Series Code,Country Name,Country Code,2015 [YR2015]
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Slovenia,SVN,22.5297910409697
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Solomon Islands,SLB,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Somalia,SOM,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,South Africa,ZAF,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,South Sudan,SSD,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Spain,ESP,24.3885349389389
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Sri Lanka,LKA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,St. Kitts and Nevis,KNA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,St. Lucia,LCA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,St. Martin (French part),MAF,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,St. Vincent and the Grenadines,VCT,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Sudan,SDN,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Suriname,SUR,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Sweden,SWE,21.6663536945738
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Switzerland,CHE,23.202364629785
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Syrian Arab Republic,SYR,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Tajikistan,TJK,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Tanzania,TZA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Thailand,THA,31.0919093808065
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Timor-Leste,TLS,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Togo,TGO,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Tonga,TON,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Trinidad and Tobago,TTO,25.5783200101592
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Tunisia,TUN,21.0298591876063
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Turkey,TUR,32.6345342746618
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Turkmenistan,TKM,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Turks and Caicos Islands,TCA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Tuvalu,TUV,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Uganda,UGA,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Ukraine,UKR,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,United Arab Emirates,ARE,25.3784794961824
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,United Kingdom,GBR,24.2531737936115
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,United States,USA,22.9064905744655
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Uruguay,URY,27.8319103138968
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Uzbekistan,UZB,..
PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,Vanuatu,VUT,..
